Q2,xBj,sigma,d stat,d uncor,d cor,d rel,d p,d had,d 1,d 2,d 3,d 4,d tot
6.5,0.320x10-3,1.001,0.75,0.66,0.79,0.42,0.13,-0.17,0.06,0.02,0.01,0.07,1.36
6.5,0.500x10-3,0.933,0.75,1.16,0.85,0.38,-0.17,-0.15,0.12,0,0.02,0.07,1.68
6.5,0.800x10-3,0.849,0.79,0.85,0.85,0.52,-0.06,-0.31,0.15,-0.01,0.04,0.06,1.57
6.5,0.130x10-2,0.758,0.8,1.08,0.84,0.28,-0.05,-0.19,0.07,0,0.03,0.13,1.63
6.5,0.200x10-2,0.695,0.76,0.87,0.81,0.28,-0.02,-0.23,0.08,-0.01,0.04,0.07,1.46
6.5,0.320x10-2,0.641,0.67,1.21,0.94,0.37,-0.14,-0.02,-0.1,0,0.03,0.07,1.72
6.5,0.500x10-2,0.579,0.94,0.85,0.97,0.32,-0.14,-0.31,-0.04,0,0.04,0.23,1.68
6.5,0.130x10-1,0.483,0.68,1.82,1.32,0.39,-0.27,-1.34,-0.95,0,0.01,0.09,2.91
6.5,0.200x10-1,0.498,1.14,1.89,1.6,0.45,0.07,-0.66,-0.17,0.03,-0.07,0.46,2.89
8.5,0.986x10-4,1.161,2.31,2.99,0.93,0.71,-0.23,-0.44,-0.04,-0.47,-0.01,-0.18,4.02
8.5,0.105x10-3,1.183,3.72,2.8,2.01,0.52,-2.47,-0.62,-2.14,-0.09,0,0.06,6.08
8.5,0.112x10-3,1.18,1.94,2.48,1.11,2.21,-0.27,-0.35,-0.05,-0.14,0,0.07,4.03
8.5,0.124x10-3,1.259,1.57,1.95,0.93,1.21,-0.52,-0.06,-0.4,0.23,0.01,0.07,3.01
8.5,0.129x10-3,1.232,1.4,1.92,0.91,1.14,-0.24,-0.26,-0.04,-0.15,-0.01,-0.11,2.82
8.5,0.139x10-3,1.257,3.23,4.77,1.12,1.44,-0.24,-0.15,-0.02,0.87,0,-0.2,6.11
8.5,0.200x10-3,1.195,0.91,1.29,0.77,0.56,-0.13,-0.09,-0.02,0.07,0.01,-0.12,1.86
8.5,0.320x10-3,1.107,0.71,0.75,0.75,0.52,0.04,-0.16,0.09,0.05,0.02,-0.02,1.4
8.5,0.500x10-3,1.014,0.81,0.93,0.79,0.37,0.17,-0.18,0.13,-0.01,0.05,-0.01,1.54
8.5,0.800x10-3,0.931,0.88,0.8,0.81,0.31,0.02,-0.15,0.12,0,0.03,0.14,1.49
8.5,0.130x10-2,0.839,0.91,0.83,0.81,0.37,-0.09,-0.26,0.09,0,0.05,0.07,1.55
8.5,0.200x10-2,0.769,0.99,1.32,0.88,0.31,-0.03,-0.12,0.09,0,0.03,0.05,1.9
8.5,0.320x10-2,0.661,1.03,1.33,0.94,0.3,0.18,-0.28,-0.05,0,0.03,0.04,1.98
8.5,0.500x10-2,0.632,0.76,1.25,0.92,0.37,-0.09,-0.47,-0.21,0,0.03,0.07,1.85
8.5,0.200x10-1,0.456,0.83,1.85,1.64,0.29,-0.42,-0.91,-0.94,0,0.01,0.07,2.96
10,0.320x10-3,1.138,1.92,1.12,0.92,0.66,-0.06,-0.04,-0.02,-0.01,0.01,-0.07,2.5
10,0.500x10-3,1.058,1.78,1.19,0.86,0.34,0.09,0.16,0.03,-0.01,0.06,0.05,2.34
10,0.800x10-3,0.977,1.84,1.31,0.84,0.3,0.07,0.05,0.02,-0.02,0.09,0.15,2.44
10,0.130x10-2,0.888,2.13,1.21,1.01,0.11,-0.16,0.01,0.02,-0.06,0.22,-0.02,2.66
10,0.200x10-2,0.802,2.04,1.77,0.89,0.42,-0.14,-0.42,0.05,-0.04,0.13,0.02,2.91
10,0.500x10-2,0.628,1.12,0.77,0.91,0.41,-0.11,-0.48,-0.02,-0.03,0.1,0.1,1.76
10,0.200x10-1,0.513,1.05,1.27,1.32,0.58,-0.04,-0.54,-0.13,0,0.04,0.22,2.27
12,0.139x10-3,1.281,1.78,2.91,0.92,0.73,-0.23,-0.36,-0.04,-0.44,-0.01,-0.17,3.67
12,0.161x10-3,1.34,0.91,1.42,1.02,1.35,-0.26,-0.34,-0.05,0.02,0,-0.04,2.42
12,0.182x10-3,1.295,1.31,1.68,0.9,1.4,-0.24,-0.26,-0.03,0.4,-0.01,-0.11,2.76
12,0.200x10-3,1.294,0.82,0.7,1.22,1.08,-0.9,-0.19,-0.03,0.25,-0.02,-0.19,2.19
12,0.320x10-3,1.223,0.76,0.57,0.78,0.57,-0.28,-0.21,-0.01,0.07,0.07,-0.11,1.41
12,0.500x10-3,1.145,0.53,0.65,0.76,0.47,-0.1,-0.13,-0.01,0,0.01,-0.1,1.24
12,0.800x10-3,1.045,0.67,0.56,0.75,0.44,-0.01,-0.17,0.05,-0.03,0.1,-0.09,1.25
12,0.130x10-2,0.935,1.03,0.83,0.78,0.33,0.01,-0.18,-0.19,-0.01,0.06,0.04,1.59
12,0.200x10-2,0.851,1.03,0.94,0.79,0.23,-0.04,-0.17,-0.02,-0.01,0.06,0.07,1.63
12,0.320x10-2,0.754,1.13,1.36,0.87,0.3,0.1,-0.33,-0.01,0,0.03,0.05,2.02
12,0.500x10-2,0.679,0.85,1.26,0.92,0.34,-0.14,-0.08,-0.2,0,0.03,0.07,1.83
12,0.200x10-1,0.49,0.9,1.85,1.35,0.3,-0.38,-0.84,-0.95,0,0.01,0.08,2.81
15,0.174x10-3,1.34,1.37,3.71,0.93,0.75,-0.22,-0.45,-0.04,-0.37,-0.01,-0.19,4.18
15,0.200x10-3,1.386,0.93,2.64,0.93,0.47,-0.19,-0.36,-0.03,0.06,-0.01,-0.25,3.02
15,0.228x10-3,1.33,1.81,2.33,0.92,0.44,-0.19,-0.38,-0.04,0.05,-0.02,-0.23,3.16
15,0.320x10-3,1.313,0.85,0.7,1.08,0.72,-0.68,-0.18,-0.02,0.14,-0.02,-0.18,1.85
15,0.500x10-3,1.207,0.47,0.65,0.76,0.51,-0.13,-0.16,0,0.02,0.04,-0.12,1.24
15,0.800x10-3,1.105,0.48,0.63,0.76,0.45,-0.06,-0.09,0.01,-0.01,0.02,-0.11,1.19
15,0.130x10-2,0.979,0.51,0.65,0.79,0.45,-0.07,-0.09,0.01,-0.03,0.09,-0.1,1.25
15,0.200x10-2,0.868,0.53,0.67,0.83,0.37,-0.11,-0.14,0,-0.05,0.43,-0.05,1.33
15,0.320x10-2,0.783,0.56,0.78,0.8,0.38,-0.09,-0.15,-0.01,-0.03,0.25,-0.09,1.34
15,0.500x10-2,0.713,0.59,0.62,0.77,0.36,-0.09,-0.19,0,-0.03,0.28,-0.01,1.26
15,0.800x10-2,0.632,0.51,0.73,0.78,0.38,-0.07,-0.13,-0.01,-0.02,0.18,-0.07,1.26
15,0.200x10-1,0.529,0.69,0.93,1.15,0.47,-0.06,-0.54,-0.1,0.01,0.09,0.13,1.79
18,0.209x10-3,1.37,1.52,3.73,0.91,0.72,-0.21,-0.4,-0.04,-0.28,-0.01,-0.2,4.23
18,0.237x10-3,1.379,0.78,2,1,0.93,-0.23,-0.36,-0.05,-0.21,-0.01,-0.14,2.59
18,0.268x10-3,1.372,0.65,1.18,0.89,1.08,-0.23,-0.28,-0.04,0.41,-0.01,-0.2,2.03
18,0.328x10-3,1.383,0.75,1.05,0.9,1.19,-0.21,-0.15,-0.02,0.66,0,-0.2,2.11
18,0.500x10-3,1.281,0.59,0.61,0.79,0.75,-0.26,-0.17,-0.02,0.2,0.02,-0.14,1.44
18,0.800x10-3,1.155,0.45,0.58,0.75,0.48,-0.09,-0.14,-0.03,-0.03,-0.01,-0.13,1.17
18,0.130x10-2,1.038,0.45,0.62,0.76,0.47,-0.08,-0.09,0.01,-0.03,0.01,-0.13,1.19
18,0.200x10-2,0.94,0.51,0.62,0.79,0.43,-0.08,-0.08,0.04,-0.03,0.07,-0.12,1.22
18,0.320x10-2,0.829,0.53,0.65,0.77,0.38,-0.1,-0.12,0,-0.03,0.28,-0.06,1.24
18,0.500x10-2,0.744,0.56,0.6,0.77,0.38,-0.07,-0.16,-0.01,-0.03,0.14,-0.04,1.2
18,0.800x10-2,0.664,0.45,0.66,0.81,0.37,-0.08,-0.17,-0.01,-0.02,0.38,-0.06,1.27
18,0.200x10-1,0.536,0.56,1.76,1.18,0.46,-0.05,-0.85,-0.04,0.02,0.8,-0.02,2.52
22,0.290x10-3,1.434,1.43,2.21,1.22,0.86,-0.23,-0.33,-0.06,0,0.01,-0.43,3.08
22,0.320x10-3,1.431,1.26,2.81,0.96,0.8,-0.2,-0.26,-0.04,0.1,0,-0.38,3.36
22,0.345x10-3,1.41,1.1,1.5,0.84,0.8,-0.18,-0.2,-0.03,0.38,0,-0.39,2.27
22,0.388x10-3,1.393,0.87,1.03,0.83,0.88,-0.19,-0.17,-0.02,0.63,0,-0.38,1.97
22,0.500x10-3,1.382,0.82,0.98,0.86,0.98,-0.19,-0.14,-0.01,0.5,0,-0.33,1.94
22,0.592x10-3,1.327,0.8,0.89,0.88,1.03,-0.19,-0.13,-0.01,0.54,0,-0.28,1.92
22,0.800x10-3,1.229,0.64,0.76,0.84,0.93,-0.2,-0.11,0,0.22,0,-0.16,1.64
22,0.130x10-2,1.057,2.27,1.4,0.93,0.45,0.06,0.21,0.02,-0.02,0.1,-0.08,2.87
22,0.200x10-2,0.99,1.15,1.24,0.84,0.9,-0.16,-0.22,0,-0.37,0.05,-0.02,2.14
22,0.320x10-2,0.9,2.56,1.18,0.85,0.07,-0.14,0.07,0.06,-0.02,0.11,0.1,2.95
22,0.500x10-2,0.769,2.37,0.89,0.83,0.37,-0.09,-0.44,0.05,-0.03,0.12,0.14,2.74
22,0.800x10-2,0.656,2.43,0.93,0.86,0.55,-0.17,-0.54,0.04,-0.02,0.1,0.19,2.86
22,0.130x10-1,0.586,1.94,1.83,1.13,0.37,-0.07,-0.18,-0.08,-0.01,0.08,0.08,2.93
22,0.320x10-1,0.519,1.81,1.61,1.42,0.75,0,-0.87,-0.15,-0.01,0.04,0.21,3.04
27,0.314x10-3,1.48,2.47,3.86,0.91,0.58,-0.22,-0.47,-0.04,-0.23,-0.01,-0.2,4.74
27,0.355x10-3,1.441,0.88,2.64,0.91,0.54,-0.19,-0.35,-0.03,0.07,-0.01,-0.24,3.01
27,0.410x10-3,1.462,0.73,2.16,0.9,0.66,-0.2,-0.34,-0.02,-0.07,-0.01,-0.21,2.58
27,0.500x10-3,1.411,0.7,0.74,0.87,0.64,-0.43,-0.23,-0.02,0.04,-0.07,-0.16,1.57
27,0.800x10-3,1.289,0.44,0.67,0.74,0.49,-0.12,-0.16,-0.01,0.02,-0.02,-0.13,1.22
27,0.130x10-2,1.154,0.47,0.65,0.76,0.48,-0.07,-0.12,0,-0.01,-0.03,-0.13,1.22
27,0.200x10-2,1.044,0.52,0.64,0.77,0.42,-0.08,-0.1,0.01,-0.03,0.06,-0.13,1.22
27,0.320x10-2,0.913,0.53,0.66,0.78,0.36,-0.1,-0.18,0,-0.04,0.22,-0.08,1.25
27,0.500x10-2,0.8,0.54,0.65,0.78,0.39,-0.1,-0.18,-0.01,-0.04,0.23,-0.07,1.26
27,0.800x10-2,0.707,0.58,0.66,0.78,0.39,-0.07,-0.11,-0.01,-0.01,0.09,-0.07,1.25
27,0.130x10-1,0.635,0.55,0.67,0.82,0.36,-0.08,-0.15,-0.01,-0.02,0.42,-0.04,1.32
27,0.200x10-1,0.576,0.85,0.77,0.94,0.38,-0.09,-0.37,0,-0.03,0.78,-0.09,1.76
27,0.320x10-1,0.527,0.62,1.78,1.39,0.51,-0.03,-0.85,-0.07,0.04,0.13,0,2.55
35,0.460x10-3,1.427,1.01,1.99,0.94,0.53,-0.2,-0.39,-0.04,-0.02,0,-0.43,2.55
35,0.500x10-3,1.472,1.38,1.91,0.92,0.26,-0.16,-0.23,-0.03,-0.01,0.01,-0.59,2.63
35,0.531x10-3,1.44,0.78,1.24,0.8,0.46,-0.17,-0.28,-0.03,0.26,-0.01,-0.45,1.84
35,0.616x10-3,1.458,0.99,1.23,0.79,0.56,-0.16,-0.16,-0.01,0.48,0.01,-0.57,2.01
35,0.657x10-3,1.433,0.88,0.97,0.8,0.66,-0.16,-0.14,-0.01,0.57,0,-0.52,1.85
35,0.800x10-3,1.386,0.49,0.59,0.76,0.62,-0.19,-0.17,-0.01,0.14,-0.02,-0.24,1.3
35,0.100x10-2,1.312,0.7,0.75,0.84,0.83,-0.18,-0.12,-0.01,0.35,0,-0.37,1.66
35,0.130x10-2,1.222,0.42,0.48,0.74,0.55,-0.11,-0.06,0,0.04,-0.02,-0.2,1.14
35,0.200x10-2,1.099,0.52,0.55,0.74,0.47,-0.1,-0.05,0,-0.04,-0.01,-0.15,1.18
35,0.320x10-2,0.963,0.49,0.56,0.77,0.44,-0.08,-0.11,0,-0.14,0.07,-0.17,1.19
35,0.500x10-2,0.851,0.6,0.54,0.77,0.37,-0.09,-0.18,-0.01,-0.04,0.13,-0.09,1.21
35,0.800x10-2,0.746,0.6,0.58,0.78,0.36,-0.08,-0.22,-0.01,-0.04,0.21,-0.09,1.24
35,0.130x10-1,0.661,0.66,0.62,0.79,0.37,-0.05,-0.15,-0.01,-0.01,0.11,-0.09,1.27
35,0.200x10-1,0.591,0.65,0.63,0.87,0.3,-0.12,-0.15,-0.02,-0.05,0.66,-0.08,1.47
35,0.320x10-1,0.517,0.8,0.93,1.25,0.59,-0.06,-0.52,-0.14,-0.02,-0.03,-0.03,1.93
35,0.800x10-1,0.448,1.79,3.54,2.42,0.53,-0.04,-1.03,-0.07,0.01,1.96,0,5.18
45,0.590x10-3,1.468,1.79,2.82,1.08,0.14,-0.16,-0.28,-0.04,0.09,0.01,-0.84,3.63
45,0.634x10-3,1.451,0.87,1.7,0.83,0.42,-0.19,-0.34,-0.03,-0.12,-0.01,-0.47,2.21
45,0.700x10-3,1.485,1.42,2.05,0.8,0.15,-0.13,-0.18,-0.01,0.34,0.01,-0.81,2.77
45,0.800x10-3,1.46,0.72,0.8,0.75,0.47,-0.21,-0.23,-0.02,0.06,-0.08,-0.34,1.47
45,0.920x10-3,1.388,0.98,1.22,0.77,0.35,-0.13,-0.13,-0.01,0.57,0,-0.7,2
45,0.110x10-2,1.371,0.84,1.17,0.77,0.43,-0.14,-0.12,-0.01,0.41,0,-0.62,1.85
45,0.130x10-2,1.294,0.48,0.53,0.74,0.5,-0.13,-0.13,-0.01,0.17,-0.01,-0.33,1.21
45,0.200x10-2,1.152,0.44,0.53,0.73,0.49,-0.1,-0.06,0,0.04,-0.01,-0.21,1.14
45,0.320x10-2,1.005,0.49,0.52,0.74,0.48,-0.09,-0.11,0,-0.18,0,-0.2,1.18
45,0.500x10-2,0.896,0.65,0.52,0.76,0.31,-0.05,-0.21,0,-0.04,0.07,-0.1,1.19
45,0.800x10-2,0.78,0.67,0.53,0.76,0.29,-0.1,-0.09,0,-0.04,0.06,-0.1,1.19
45,0.130x10-1,0.679,0.71,0.6,0.76,0.38,-0.06,-0.23,-0.01,-0.03,0.17,-0.05,1.29
45,0.200x10-1,0.601,0.72,0.56,0.83,0.29,-0.08,-0.04,-0.02,-0.04,0.4,-0.04,1.34
45,0.320x10-1,0.533,1.1,0.85,0.87,0.37,-0.09,-0.31,-0.02,-0.01,0.55,-0.05,1.79
45,0.500x10-1,0.485,0.92,1.82,1.49,0.47,-0.08,-0.48,-0.08,-0.02,-0.16,0.02,2.62
60,0.800x10-3,1.47,0.82,1.66,0.88,0.03,-0.07,-0.15,-0.01,-0.14,0.14,0.05,2.07
60,0.860x10-3,1.546,1.8,2.18,0.88,-0.12,-0.12,-0.2,-0.02,0.19,0.01,-0.85,3.1
60,0.940x10-3,1.525,1.66,2.28,0.85,-0.12,-0.11,-0.19,-0.01,0.41,0.01,-0.92,3.12
60,0.110x10-2,1.459,1.29,1.39,0.83,-0.21,-0.09,-0.16,-0.01,0.56,0.01,-1.04,2.4
60,0.130x10-2,1.391,0.66,0.73,0.73,0.36,-0.12,-0.19,-0.01,0.19,-0.04,-0.39,1.37
60,0.150x10-2,1.317,0.99,1.36,0.76,0.17,-0.11,-0.13,0,0.21,0.01,-0.8,2.04
60,0.200x10-2,1.234,0.46,0.47,0.72,0.41,-0.11,-0.06,0,0.12,-0.02,-0.35,1.13
60,0.320x10-2,1.077,0.49,0.52,0.72,0.39,-0.09,-0.05,0,-0.03,-0.02,-0.23,1.12
60,0.500x10-2,0.932,0.55,0.52,0.74,0.3,-0.11,-0.09,0.01,-0.21,0.05,-0.25,1.16
60,0.800x10-2,0.819,0.73,0.56,0.76,0.37,-0.11,-0.3,0,-0.04,0.16,-0.08,1.3
60,0.130x10-1,0.705,0.78,0.62,0.79,0.39,-0.1,-0.16,0,-0.04,0.06,-0.09,1.35
60,0.200x10-1,0.631,0.82,0.67,0.81,0.32,-0.11,-0.19,-0.02,-0.04,0.36,-0.07,1.43
60,0.320x10-1,0.552,0.9,0.7,0.84,0.35,-0.1,0,-0.02,-0.03,0.46,-0.04,1.53
60,0.500x10-1,0.509,0.95,1.46,1.22,0.45,-0.04,-0.4,-0.11,-0.02,-0.31,0.07,2.24
60,0.13,0.395,2.95,3.88,2.09,0.44,-0.04,-0.76,-0.07,0.01,1.99,0.05,5.73
70,0.922x10-3,1.385,2.57,5.67,1.1,0.12,-0.16,-0.29,-0.04,-0.29,0.01,-0.8,6.39
70,0.100x10-2,1.434,2.18,2.55,0.86,-0.08,-0.11,-0.2,-0.02,0.08,0.01,-0.93,3.6
70,0.110x10-2,1.506,1.88,2.1,0.81,-0.08,-0.11,-0.17,-0.01,0.48,0.01,-0.97,3.14
70,0.124x10-2,1.445,1.48,1.8,0.8,-0.15,-0.1,-0.16,-0.01,0.24,0.01,-0.95,2.66
70,0.130x10-2,1.414,1.32,1.32,0.82,-0.16,-0.08,-0.12,0,0.45,0,-1.09,2.37
70,0.200x10-2,1.246,1.15,1.36,0.78,-0.03,-0.09,-0.12,0,0.22,0.01,-0.96,2.19
70,0.250x10-2,1.19,0.96,0.97,0.77,0.03,-0.09,-0.12,0,0.13,0.01,-0.91,1.82
70,0.320x10-2,1.084,0.91,0.78,0.74,0.26,-0.1,0,0.01,-0.13,0.03,-0.52,1.53
70,0.500x10-2,0.958,0.83,0.74,0.75,0.23,-0.09,-0.09,-0.01,-0.49,0.05,-0.43,1.51
70,0.800x10-2,0.819,1.62,0.48,0.77,0.26,-0.05,-0.11,0.01,-0.06,0.07,-0.05,1.88
70,0.130x10-1,0.716,1.89,0.51,0.86,0.46,-0.07,-0.62,0.01,-0.06,0.05,-0.04,2.27
70,0.200x10-1,0.637,1.77,0.67,0.8,0.37,-0.11,-0.46,-0.01,-0.06,0.07,-0.05,2.14
70,0.320x10-1,0.561,2.1,0.92,0.85,-0.02,-0.05,0.26,-0.04,-0.05,0.07,-0.08,2.46
70,0.500x10-1,0.512,1.61,0.9,1.19,0.35,-0.16,-0.37,-0.12,-0.03,0,0.02,2.27
90,0.130x10-2,1.479,0.66,1.49,0.87,0.06,-0.04,-0.13,0,-0.05,0.15,0.24,1.87
90,0.150x10-2,1.418,1.12,1.03,1.33,1.02,-1.18,-0.21,0.01,-0.04,0.08,0.12,2.56
90,0.200x10-2,1.328,0.79,0.95,0.76,0.53,-0.25,-0.01,-0.01,0.06,0.07,-0.1,1.57
90,0.320x10-2,1.165,0.66,0.63,0.75,0.45,-0.1,-0.08,0,0.08,-0.01,-0.2,1.29
90,0.500x10-2,1.023,0.71,0.58,0.74,0.46,-0.09,-0.06,0,0.04,-0.03,-0.13,1.27
90,0.800x10-2,0.883,0.87,0.56,0.78,0.38,-0.07,-0.12,0,-0.07,0.06,-0.16,1.37
90,0.130x10-1,0.754,0.91,0.69,0.8,0.33,-0.08,-0.22,-0.01,-0.05,-0.22,-0.09,1.47
90,0.200x10-1,0.649,0.95,0.62,0.81,0.36,-0.09,-0.19,0,-0.04,0.19,-0.08,1.47
90,0.320x10-1,0.557,1.01,0.73,0.83,0.29,-0.09,0,-0.02,-0.04,0.25,-0.06,1.55
90,0.500x10-1,0.488,1.27,0.71,1,0.12,-0.13,0.06,-0.06,-0.05,0.38,-0.01,1.82
90,0.800x10-1,0.436,1.24,0.93,1.03,0.42,-0.11,-0.29,-0.06,-0.04,-0.17,0.03,1.94
90,0.18,0.343,3.06,3.04,1.84,1.53,0.29,-1.38,-0.05,-0.05,0.04,0.09,5.13
120,0.160x10-2,1.41,0.76,1.42,0.87,0.01,-0.04,-0.14,0,-0.04,0.13,0.19,1.85
120,0.172x10-2,1.444,2.56,3.08,0.82,-0.12,-0.1,-0.18,-0.01,0.01,0.01,-0.94,4.2
120,0.188x10-2,1.413,2.23,2.63,0.79,-0.17,-0.08,-0.14,-0.01,0.16,0.01,-1.01,3.69
120,0.200x10-2,1.361,0.6,0.74,1,0.63,-0.71,-0.12,0.01,-0.04,0.12,0.17,1.69
120,0.212x10-2,1.386,1.79,2.12,0.81,-0.12,-0.1,-0.17,-0.01,0.12,0.01,-0.98,3.06
120,0.270x10-2,1.246,1.58,2.16,0.79,-0.14,-0.08,-0.14,0,0.24,0.01,-0.99,2.98
120,0.320x10-2,1.208,0.58,0.63,0.75,0.02,-0.14,-0.1,0,-0.01,0.08,-0.37,1.21
120,0.500x10-2,1.042,0.87,0.67,0.77,0.19,-0.08,-0.06,0,-0.11,0.01,-0.51,1.45
120,0.800x10-2,0.893,0.75,0.62,0.74,0.2,-0.08,-0.13,0,-0.42,-0.01,-0.42,1.38
120,0.130x10-1,0.774,1.13,0.65,0.81,0.43,-0.08,-0.21,0,-0.07,0.09,-0.07,1.61
120,0.200x10-1,0.666,1.1,0.66,0.85,0.34,-0.04,-0.56,-0.01,-0.05,-0.01,-0.07,1.67
120,0.320x10-1,0.574,1.25,0.74,0.85,0.25,-0.14,-0.13,0,-0.04,0.4,-0.03,1.76
120,0.500x10-1,0.486,1.26,0.69,0.95,0.12,-0.14,-0.03,-0.05,-0.06,0.49,-0.06,1.8
120,0.800x10-1,0.441,1.35,0.63,1.23,0.43,-0.08,-0.05,-0.09,-0.03,-0.7,0.03,2.11
120,0.18,0.332,2.38,2.69,1.44,0.42,0.08,-0.27,0.06,-0.06,0.8,0,3.98
150,0.200x10-2,1.381,0.88,1.51,0.86,-0.09,-0.02,-0.09,0,-0.05,0.16,0.23,1.98
150,0.320x10-2,1.235,0.5,0.75,0.84,0.36,-0.39,-0.08,0,-0.05,0.13,0.2,1.37
150,0.500x10-2,1.078,0.61,0.71,0.76,0.19,-0.06,-0.05,0.01,-0.05,0.1,0.17,1.24
150,0.800x10-2,0.927,0.91,0.9,0.77,0.08,-0.09,-0.31,0,-0.06,-0.03,0.07,1.53
150,0.130x10-1,0.797,1.42,0.94,0.92,0.48,-0.05,-0.24,-0.01,-0.06,0.03,-0.11,2.01
150,0.200x10-1,0.687,1.68,0.68,0.94,0.39,-0.09,-0.65,-0.01,-0.08,0.1,-0.18,2.19
150,0.320x10-1,0.583,1.88,0.8,1.02,0.19,0.05,-0.67,-0.02,-0.05,0.06,-0.16,2.39
150,0.500x10-1,0.509,1.79,1.08,0.95,0.13,-0.15,-0.13,-0.03,-0.04,0.31,-0.12,2.33
150,0.800x10-1,0.444,1.72,0.88,1.13,0.28,-0.09,-0.23,-0.09,-0.02,-0.19,-0.1,2.29
150,0.18,0.324,2.56,2.19,1.48,0.52,0.02,-0.15,0.05,-0.07,0.38,-0.06,3.74
200,0.260x10-2,1.312,1.09,1.56,0.84,0.08,-0.03,-0.14,0,-0.05,0.11,0.24,2.1
200,0.320x10-2,1.248,0.92,0.72,0.92,0.52,-0.57,-0.16,0.01,-0.04,0.09,0.19,1.69
200,0.500x10-2,1.11,0.54,0.55,0.79,0.17,-0.11,-0.08,0,-0.05,0.15,0.26,1.17
200,0.800x10-2,0.948,0.5,0.42,0.76,0.11,-0.07,-0.09,0.01,-0.05,0.11,0.31,1.07
200,0.130x10-1,0.809,0.49,0.35,0.75,0.05,-0.06,-0.17,0,-0.06,0.06,0.34,1.04
200,0.200x10-1,0.701,0.59,0.3,0.76,-0.03,-0.04,-0.2,0,-0.06,0.01,0.36,1.09
200,0.320x10-1,0.582,0.66,0.33,0.78,0.03,-0.05,-0.25,0,-0.05,-0.13,0.33,1.16
200,0.500x10-1,0.52,0.7,0.3,0.78,-0.01,-0.05,-0.2,0,-0.05,-0.08,0.32,1.16
200,0.800x10-1,0.438,0.64,0.21,0.82,0.02,-0.06,-0.21,0,-0.05,-0.15,0.31,1.14
200,0.13,0.362,1.29,1.84,0.94,0.11,-0.03,-0.18,0,-0.04,-0.08,0.17,2.46
200,0.18,0.343,0.86,0.33,0.93,0.22,-0.06,-0.1,0.01,-0.06,0.79,0.33,1.59
200,0.25,0.278,3.57,4.2,2.02,0.54,0.04,-0.68,0.01,-0.03,-0.44,0.1,5.95
200,0.4,0.14,4.6,4.3,3.72,0.76,0.23,0.73,0.02,0.01,0.23,-0.19,7.4
250,0.330x10-2,1.28,1.25,1.55,0.84,-0.04,-0.02,-0.05,0,-0.05,0.16,0.23,2.18
250,0.500x10-2,1.127,0.75,0.69,0.81,0.23,-0.28,-0.09,0,-0.04,0.12,0.22,1.38
250,0.800x10-2,0.952,0.56,0.42,0.77,0.16,-0.08,-0.07,0,-0.05,0.15,0.26,1.1
250,0.130x10-1,0.827,0.6,0.35,0.76,0.09,-0.07,-0.15,0,-0.06,0.02,0.35,1.11
250,0.200x10-1,0.707,0.65,0.48,0.75,0.12,-0.06,-0.14,0,-0.06,0.02,0.33,1.17
250,0.320x10-1,0.592,0.65,0.59,0.77,0.13,-0.05,-0.24,0,-0.05,-0.01,0.33,1.24
250,0.500x10-1,0.519,0.67,0.5,0.79,0.03,-0.05,-0.23,0,-0.06,-0.07,0.34,1.22
250,0.800x10-1,0.44,0.63,0.33,0.81,0.06,-0.05,-0.19,-0.01,-0.05,-0.14,0.36,1.17
250,0.13,0.367,0.98,1.45,0.82,0.32,-0.05,-0.24,0,-0.05,-0.18,0.27,2
250,0.18,0.332,0.86,0.65,0.89,0.34,-0.07,-0.19,0.02,-0.06,0.58,0.34,1.6
250,0.25,0.267,2.11,3.68,1.68,0.9,0,-0.16,0.01,-0.03,-0.19,0.15,4.67
250,0.4,0.142,3.11,3.97,3.13,1.72,0.09,0.57,0.02,-0.01,0.06,-0.01,6.21
300,0.390x10-2,1.218,1.4,1.55,0.82,-0.06,-0.02,-0.04,0,-0.06,0.19,0.24,2.26
300,0.500x10-2,1.142,1.26,0.81,0.86,0.26,-0.44,-0.16,0,-0.04,0.09,0.2,1.82
300,0.800x10-2,0.969,0.69,0.42,0.78,0.2,-0.1,-0.09,0,-0.05,0.11,0.25,1.19
300,0.130x10-1,0.813,0.65,0.37,0.76,0.1,-0.06,-0.09,0,-0.05,0.09,0.3,1.12
300,0.200x10-1,0.703,0.72,0.42,0.76,0.15,-0.06,-0.14,0,-0.05,0.09,0.31,1.19
300,0.320x10-1,0.598,0.75,0.67,0.76,0.12,-0.05,-0.24,0,-0.06,0.03,0.31,1.33
300,0.500x10-1,0.507,0.77,0.55,0.77,0.14,-0.05,-0.16,0,-0.05,0.03,0.32,1.28
300,0.800x10-1,0.433,0.74,0.46,0.81,0.12,-0.07,-0.2,0,-0.05,-0.09,0.31,1.26
300,0.13,0.371,1.06,1.59,0.84,0.4,-0.06,-0.21,0,-0.05,-0.2,0.29,2.16
300,0.18,0.327,0.95,0.39,0.84,0.24,-0.08,-0.19,0,-0.06,-0.19,0.33,1.42
300,0.25,0.268,2.1,4.45,1.77,1.44,-0.04,-0.2,0.01,-0.04,-0.26,0.21,5.44
300,0.4,0.159,1.74,3.03,1.67,1.5,-0.04,0.13,0.01,-0.04,-0.11,0.19,4.16
400,0.530x10-2,1.181,1.48,1.58,0.8,0.01,-0.02,-0.08,0.01,-0.05,0.16,0.25,2.33
